midfielder,defender,overall,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
0,0,73,3,3,46,72,78,77,74,70,66,50,72,71,68,71,63,72,71,78,69,74,62,65,80,32,72,64,69,74,42,41,33
0,1,73,3,3,73,55,70,69,25,70,47,56,67,69,74,76,71,70,69,60,73,78,72,54,82,69,60,55,44,72,70,72,72
0,1,73,2,2,42,40,76,73,14,51,28,35,64,66,45,54,40,61,44,65,67,81,78,12,78,71,40,56,38,62,70,74,73
0,0,73,3,4,73,71,48,75,64,74,63,70,67,72,70,72,75,70,78,76,63,68,60,65,49,53,72,73,62,64,26,49,40
0,0,73,4,3,50,72,81,62,61,71,57,45,55,67,68,69,69,71,66,83,92,64,77,65,62,38,70,52,69,72,20,29,23
0,0,73,3,2,58,73,80,66,64,64,62,59,59,66,51,51,46,70,33,76,78,52,91,74,66,23,78,69,69,73,42,50,31
1,0,73,3,3,62,52,73,76,47,70,56,54,71,73,66,54,66,76,73,64,79,66,63,66,80,75,64,71,59,71,72,74,71
0,1,73,3,2,69,28,63,69,49,61,58,49,66,70,79,78,78,68,66,50,75,82,71,53,65,72,59,58,38,61,66,73,74
1,0,73,3,3,70,62,44,73,64,74,75,73,71,73,74,74,80,72,85,70,63,86,60,70,65,71,69,70,49,61,68,63,58
0,0,73,2,3,63,72,81,66,71,71,72,66,59,74,80,75,74,69,81,75,90,75,60,70,66,36,71,66,54,72,33,30,29
0,1,73,3,3,72,40,68,71,66,72,69,50,63,73,74,78,68,70,72,68,65,83,74,61,79,69,72,66,58,69,65,72,72
0,1,73,3,3,70,50,60,68,56,68,60,50,62,70,84,86,74,70,72,64,69,78,69,60,74,70,60,60,50,70,66,75,72
0,0,73,3,3,72,65,59,74,59,74,67,70,62,74,88,82,84,67,91,64,78,71,57,61,63,40,71,72,71,58,34,51,48
0,1,73,3,3,82,58,61,73,49,64,83,80,68,72,67,69,74,69,73,76,68,79,59,66,71,68,68,72,69,70,70,72,71
1,0,73,3,3,62,62,51,75,60,76,65,70,72,77,80,77,92,75,90,65,66,72,48,61,55,65,68,73,67,78,61,55,47
0,1,73,4,2,68,40,58,72,61,68,59,50,62,72,75,69,77,70,79,79,63,74,64,65,76,73,49,60,51,68,76,75,74
1,0,73,4,4,74,51,54,71,68,76,64,68,73,74,80,70,91,71,83,73,83,87,64,66,74,72,71,70,60,76,64,68,68
0,0,73,4,3,55,76,71,65,68,65,71,67,42,73,68,68,67,72,70,75,71,72,75,66,57,29,76,63,74,71,39,15,19
0,1,73,3,2,69,38,73,73,49,59,78,83,65,67,70,75,73,73,66,80,89,79,78,71,74,67,57,66,67,65,75,76,71
0,0,73,3,3,43,73,85,66,67,68,59,55,51,67,64,63,60,67,32,75,67,60,90,64,71,39,72,53,69,60,17,30,21
0,1,73,3,2,21,55,80,57,38,33,24,25,51,56,47,51,30,71,27,63,74,69,90,26,79,69,52,42,38,60,72,70,69
0,1,73,3,3,78,51,59,72,40,70,65,71,65,72,72,78,73,57,64,79,71,89,56,64,68,70,62,53,55,64,60,75,72
0,0,73,3,4,64,69,58,71,61,73,69,73,64,75,85,86,84,72,75,73,74,70,62,68,76,21,69,69,77,71,55,46,33
0,1,73,4,2,35,33,73,56,27,42,50,47,50,58,63,46,56,71,54,35,91,62,73,26,75,75,44,43,47,69,72,73,71
1,0,73,4,3,71,63,71,70,61,75,71,69,68,74,82,80,81,67,72,78,76,82,45,74,65,64,69,68,62,73,45,60,52
1,0,73,3,3,69,65,40,68,47,77,72,67,59,76,92,90,84,59,85,51,80,81,34,55,56,17,64,65,65,70,57,22,25
0,1,73,3,2,22,35,75,50,37,25,31,18,45,55,50,57,55,63,55,40,80,56,85,25,68,72,22,17,34,65,76,75,75
0,0,73,3,3,64,74,75,67,68,64,46,39,50,66,68,78,45,69,33,74,37,63,84,65,65,22,72,61,69,67,18,24,23
1,0,73,3,3,72,61,64,74,59,72,59,57,72,75,69,68,78,70,79,72,67,80,65,64,69,66,67,76,55,68,65,67,62
1,0,73,4,3,76,73,52,69,63,71,70,81,73,73,67,60,64,72,70,80,64,77,70,72,69,59,70,77,77,75,55,65,55
0,1,73,3,2,26,23,74,71,30,44,24,25,70,63,55,48,56,67,51,40,69,81,89,20,79,75,39,42,34,67,70,71,65
1,0,73,3,3,62,71,43,67,64,76,63,56,62,71,85,77,75,69,82,73,57,74,59,68,59,23,75,72,61,56,21,25,24
0,0,73,3,3,51,72,76,68,69,63,42,55,42,68,76,76,70,70,70,76,91,78,83,64,75,41,71,62,63,69,45,40,24
0,0,73,2,3,58,64,48,69,69,74,52,53,53,71,92,93,91,74,92,68,43,77,32,68,63,34,72,64,67,70,43,43,39
0,0,73,3,3,58,73,69,70,64,75,65,49,55,72,63,71,44,67,48,79,36,69,85,70,45,20,73,69,61,75,25,23,20
1,0,73,4,4,66,68,56,65,69,78,69,60,60,72,82,81,82,65,75,72,44,84,73,67,77,41,71,72,62,69,60,28,49
0,1,73,3,3,70,22,60,66,38,64,59,40,60,68,77,73,76,73,77,47,77,74,62,39,74,74,42,44,41,70,70,76,74
1,0,73,4,3,69,68,40,73,52,73,69,79,66,76,77,72,78,69,79,74,30,66,63,74,52,33,72,74,80,59,47,47,44
1,0,73,5,3,74,64,60,69,64,73,80,73,63,73,79,77,78,70,74,74,70,73,54,68,63,52,69,71,67,70,66,59,54
1,0,73,4,4,70,69,72,71,70,75,68,72,70,76,78,83,75,67,73,76,80,65,60,71,42,45,68,71,69,70,48,34,28
0,0,73,3,3,50,76,74,64,74,72,68,69,34,74,74,73,78,70,78,70,77,65,57,58,78,19,77,61,71,70,21,15,18
0,0,73,3,3,36,77,76,63,60,66,38,40,43,67,62,63,56,62,47,77,54,55,91,65,70,15,78,44,69,69,44,25,19
0,0,73,4,3,62,71,63,72,56,72,57,58,66,73,90,86,75,76,74,67,73,82,60,64,59,58,78,69,49,73,60,47,33
0,0,73,2,2,42,72,83,71,70,64,46,29,59,71,45,51,33,71,48,80,70,67,88,61,76,32,74,65,62,76,35,46,38
0,0,73,4,3,67,72,68,74,70,71,65,50,57,69,82,76,81,66,68,70,71,83,84,66,79,31,71,69,74,70,41,24,25
0,0,73,3,3,73,70,41,70,58,78,72,59,63,76,75,74,72,72,68,68,42,73,66,63,51,31,72,69,60,68,33,42,32
1,0,73,2,4,59,70,66,65,74,74,65,59,49,74,76,80,79,70,79,75,63,76,74,74,45,26,72,68,78,72,56,21,19
1,0,73,4,4,67,73,64,68,57,79,71,68,66,77,80,82,73,67,66,75,61,82,75,74,68,31,69,64,58,67,30,33,25
1,0,73,3,4,70,54,67,69,59,77,45,66,63,74,84,91,85,69,71,76,84,68,65,76,58,54,68,69,47,62,37,29,53
0,1,73,3,2,30,45,73,65,27,48,30,28,66,58,70,66,69,69,65,65,72,70,85,40,68,75,50,45,65,76,74,71,70
0,1,73,3,3,62,49,72,70,50,65,57,40,64,70,74,76,73,69,65,50,80,81,78,40,70,72,68,67,56,68,70,73,75
1,0,73,2,4,71,66,41,72,68,73,74,74,64,71,78,79,83,67,90,72,87,76,42,72,62,42,69,74,79,65,58,32,26
1,0,73,3,3,71,65,65,71,58,72,74,78,73,73,64,73,75,73,72,90,77,78,72,83,76,66,68,69,67,66,70,69,68
0,1,73,2,3,80,57,57,72,55,66,83,72,74,69,77,73,75,72,67,80,59,87,68,65,59,64,59,74,59,55,73,69,67
1,0,73,4,3,71,70,68,66,62,74,64,65,64,72,81,79,77,74,77,75,77,75,69,69,61,23,74,64,65,73,18,18,18
0,1,73,3,3,71,41,60,67,52,71,59,40,72,73,67,77,67,69,58,65,71,86,79,70,67,73,66,66,38,67,64,73,75
0,1,73,2,2,28,30,75,56,21,37,21,26,63,56,39,48,32,64,31,37,80,58,94,23,80,66,39,35,39,54,72,75,63
0,1,73,3,3,62,56,61,64,51,73,51,40,59,72,90,90,70,78,71,67,50,87,66,64,71,62,59,60,62,66,71,70,69
0,1,73,3,2,59,52,73,71,55,62,48,51,66,65,43,52,48,69,35,75,66,75,84,65,74,68,58,58,62,68,71,73,71
0,1,73,3,2,55,36,74,66,38,44,50,36,56,61,76,74,69,69,55,58,70,74,76,45,76,68,37,53,31,56,70,75,73
1,0,73,3,4,70,69,43,71,48,80,72,66,68,72,82,74,86,69,90,70,61,67,33,71,49,36,67,72,49,71,38,50,41
1,0,73,3,3,72,63,57,68,46,70,53,26,56,72,89,88,67,66,54,72,72,84,67,58,66,58,69,70,64,71,59,64,61
1,0,73,2,3,66,65,49,67,69,72,64,63,58,70,94,91,92,70,94,74,63,77,34,59,56,49,68,71,59,70,54,36,30
1,0,73,3,3,69,64,44,67,49,78,61,52,61,74,91,89,92,66,85,63,83,56,36,63,46,34,70,70,53,62,51,24,21
1,0,73,3,4,70,73,59,72,67,73,65,69,66,75,72,73,75,68,71,77,64,66,62,73,55,14,75,70,67,67,45,18,20
0,1,73,3,2,42,37,73,65,31,51,49,30,52,58,57,66,53,68,55,55,76,74,85,40,89,77,38,40,43,62,65,64,74
0,1,73,2,3,75,20,71,70,56,65,64,70,46,68,64,75,62,65,61,87,70,68,80,68,84,73,36,42,65,67,74,76,75
0,1,73,3,2,74,52,67,68,43,71,54,46,52,62,66,82,71,74,55,46,67,79,66,42,72,71,42,45,67,73,67,75,71
0,1,73,3,2,47,42,72,73,50,60,60,48,67,66,71,62,67,64,62,79,76,75,79,76,80,65,55,50,50,72,70,75,77
1,0,73,2,2,56,52,58,74,42,62,44,60,72,64,66,62,61,71,64,58,73,79,75,50,71,75,62,57,58,72,79,72,68
1,0,73,5,3,67,67,60,77,55,74,50,44,61,68,81,80,79,72,71,63,54,56,63,65,44,35,77,69,56,69,28,28,29
1,0,73,3,2,69,53,65,74,53,62,66,71,69,71,58,61,59,66,46,81,52,86,78,75,74,74,56,56,74,73,72,72,65
0,1,73,3,3,75,68,52,68,60,76,59,46,70,73,84,92,89,77,87,69,70,78,44,70,60,67,67,66,59,65,67,70,68
0,1,73,3,3,72,44,47,73,55,74,67,61,66,73,81,69,83,66,84,52,74,78,46,41,58,77,49,60,50,66,75,65,73
0,1,73,2,2,51,41,71,67,54,45,41,42,66,51,55,56,54,71,57,53,78,61,82,52,76,72,35,54,43,65,69,77,72
0,1,73,3,2,39,36,74,66,44,37,39,31,65,72,33,42,40,64,41,77,43,46,87,44,67,74,32,24,48,82,75,77,65
1,0,73,3,3,76,66,56,76,72,72,77,76,63,75,80,84,81,67,79,74,52,67,50,68,45,47,68,68,68,76,28,51,44
1,0,73,3,2,43,57,71,77,63,58,63,54,75,60,76,74,81,64,80,80,58,75,59,73,79,77,54,65,62,61,79,71,63
1,0,73,3,2,61,59,72,73,41,71,42,43,71,66,59,55,57,73,61,54,71,72,73,64,68,72,41,71,51,66,78,75,74
0,1,73,3,3,74,34,52,65,32,67,61,47,54,71,77,81,70,73,67,70,64,85,71,44,67,70,53,51,51,70,73,70,69
0,1,73,3,3,75,44,64,69,60,72,50,45,64,72,73,69,71,68,66,64,71,79,70,50,74,74,69,56,77,66,72,73,69
0,0,73,3,3,47,80,70,63,59,69,34,32,29,72,76,72,72,66,68,67,73,62,72,59,25,17,80,59,69,66,40,19,10
1,0,73,3,3,71,70,58,78,71,70,65,70,73,73,63,53,72,62,71,69,63,62,65,73,46,27,71,78,70,75,32,42,34
0,1,73,4,3,61,51,75,67,62,49,52,60,56,66,68,69,52,72,55,68,72,90,81,64,74,76,64,57,41,65,68,74,71
1,0,73,3,3,78,74,59,71,66,72,62,64,68,74,75,68,75,64,74,76,66,71,78,76,25,30,68,75,62,63,43,39,40
1,0,73,4,3,60,66,45,69,50,76,45,63,67,76,84,83,87,76,93,65,33,75,46,55,31,41,67,68,68,62,49,42,35
0,1,73,3,3,70,54,59,69,53,69,63,47,52,67,70,74,71,68,76,71,71,83,67,50,82,70,57,56,58,66,77,74,72
0,0,72,3,3,72,60,39,71,59,77,70,56,70,78,71,70,87,66,86,67,70,74,43,72,48,37,62,69,49,71,41,38,35
1,0,72,3,4,59,69,43,67,58,72,58,46,62,73,91,87,90,62,81,70,48,80,42,71,37,21,69,66,58,74,32,48,40
1,0,72,3,3,56,51,60,73,52,75,59,53,72,78,67,71,64,69,64,64,68,67,75,57,68,70,64,69,52,74,65,69,64
0,1,72,3,3,65,41,53,68,41,71,50,32,56,72,85,81,82,67,79,46,52,79,56,36,68,68,64,53,27,75,74,73,68
1,0,72,4,2,48,61,47,78,56,69,55,56,71,68,62,63,50,71,68,73,59,76,59,69,41,63,64,72,54,79,58,65,56
0,0,72,2,3,66,73,63,66,57,71,64,56,54,73,86,86,73,65,57,71,80,68,75,60,68,17,76,67,43,72,23,38,32
1,0,72,3,3,62,62,34,73,42,78,64,52,65,76,76,73,85,61,88,61,64,71,49,59,57,47,68,70,53,61,47,57,49
0,1,72,3,3,77,56,55,67,57,75,82,58,68,73,77,80,77,67,71,81,73,90,70,61,72,66,57,65,55,64,73,67,63
0,1,72,3,3,64,50,54,65,39,70,56,40,61,69,78,80,74,67,74,60,72,86,61,44,51,69,70,54,38,79,72,73,68
0,1,72,2,3,71,48,60,68,46,77,68,56,56,71,86,83,77,70,76,66,80,89,70,56,72,62,59,54,44,70,67,69,68
1,0,72,2,3,49,52,67,78,45,70,47,44,74,72,68,62,69,69,77,61,67,77,68,46,73,67,47,50,47,67,71,71,69
1,0,72,3,4,62,63,59,74,55,77,67,49,71,80,72,71,80,65,58,64,54,67,68,53,55,63,65,70,57,77,59,67,63
0,1,72,3,3,64,49,65,69,45,72,63,29,75,68,76,75,68,77,73,55,65,71,66,60,55,72,70,66,36,72,75,72,66
0,1,72,2,2,29,27,75,66,35,35,30,37,57,58,48,58,48,68,33,50,63,79,82,28,64,71,30,42,49,53,73,74,67
0,0,72,3,3,70,65,59,65,59,79,73,64,63,75,79,77,80,66,78,80,62,56,65,73,56,41,71,65,55,60,24,42,34
0,1,72,3,2,41,22,70,54,26,40,28,31,50,48,57,64,34,66,61,62,77,71,90,32,85,67,16,31,44,58,70,71,69
0,1,72,3,3,73,42,58,74,39,72,68,49,65,70,85,80,72,64,70,54,59,78,63,43,65,68,67,64,53,63,69,70,69
0,0,72,3,3,61,73,73,66,60,72,62,64,57,70,68,69,71,71,65,74,76,67,67,62,47,29,71,57,72,67,40,22,21
0,1,72,3,2,62,58,71,70,47,62,52,41,72,63,59,65,51,70,50,63,78,78,84,59,64,76,68,47,45,55,71,67,70
0,1,72,3,2,32,24,75,54,27,50,28,33,34,54,67,69,75,64,64,45,88,71,84,24,65,67,26,32,47,58,73,75,69
0,0,72,3,3,61,66,58,60,52,74,71,38,43,75,90,93,93,72,91,74,69,73,36,67,42,20,67,58,66,59,39,22,20
0,1,72,3,2,43,39,73,69,35,53,49,33,51,57,61,65,55,60,49,51,91,75,73,37,69,76,43,45,35,57,70,73,69
1,0,72,4,2,51,55,49,77,46,69,64,57,70,72,66,61,74,72,81,65,59,74,63,55,66,71,54,69,37,68,70,69,60
1,0,72,3,3,59,59,46,74,42,70,45,56,67,72,75,74,77,70,77,65,66,85,66,57,65,63,68,74,49,71,60,71,61
0,0,72,3,4,54,72,70,66,64,74,56,67,47,75,68,73,68,61,65,72,73,58,77,56,70,29,73,60,67,64,37,29,34
1,0,72,4,3,57,66,45,74,56,73,57,51,72,74,68,75,66,64,56,73,56,78,72,70,66,60,65,69,55,63,56,70,60
0,1,72,3,2,55,48,67,68,34,64,54,28,65,66,71,77,60,66,47,65,87,75,78,55,75,70,54,33,47,69,67,71,70
0,1,72,3,2,25,23,70,63,28,28,26,24,45,44,56,62,42,64,58,42,72,63,73,25,59,75,29,32,38,66,74,78,74
1,0,72,3,4,69,64,46,65,60,77,81,77,60,78,84,82,90,66,92,85,40,67,33,77,58,24,65,68,71,70,41,37,35
1,0,72,3,3,75,59,58,66,58,75,69,48,60,75,79,77,74,70,75,68,57,72,70,62,68,66,65,63,64,65,65,67,68
0,0,72,4,4,63,67,63,60,59,75,61,63,51,72,90,89,91,65,92,67,76,74,70,66,64,26,70,66,59,71,48,44,23
0,1,72,2,3,70,36,48,71,36,71,47,35,63,70,82,81,75,66,79,45,76,83,72,57,70,69,52,60,47,56,64,71,71
0,0,72,4,4,55,70,57,68,61,78,61,41,57,74,81,84,79,65,76,69,62,60,61,60,39,24,72,68,61,71,21,17,21
0,1,72,3,3,65,35,62,67,35,70,64,49,64,69,80,82,79,67,70,67,89,84,75,59,80,64,62,56,62,60,70,71,70
1,0,72,3,3,59,72,72,68,52,75,47,43,58,75,74,77,73,68,70,72,73,78,65,63,45,39,72,69,72,66,37,30,24
0,1,72,3,2,61,36,70,65,43,57,44,40,63,62,73,70,61,67,63,42,76,74,77,39,66,69,33,33,48,68,74,73,70
0,1,72,2,2,32,22,72,62,26,53,33,29,49,64,62,60,64,73,57,60,76,75,79,25,79,72,32,41,39,66,64,74,71
0,1,72,2,2,32,21,69,66,30,36,23,28,57,56,35,34,45,68,42,44,72,51,79,21,68,68,24,41,35,62,74,78,76
1,0,72,3,3,65,62,65,69,50,69,63,70,69,71,70,73,70,71,71,78,78,89,69,73,70,67,70,69,40,69,63,69,61
1,0,72,4,3,58,42,59,75,63,69,75,74,71,75,70,64,76,67,77,74,68,66,61,72,69,72,63,73,57,68,65,71,73
1,0,72,3,2,39,46,65,75,49,62,41,48,71,71,65,68,68,70,67,59,70,74,78,53,77,67,53,62,54,69,71,72,69
1,0,72,3,3,68,70,49,71,67,76,49,45,62,75,76,73,69,67,68,64,63,58,58,63,59,39,70,73,56,63,32,37,38
1,0,72,2,3,70,64,64,75,72,75,75,64,69,76,76,67,71,68,56,74,55,72,67,74,65,66,67,65,64,64,71,68,65
0,0,72,4,3,53,72,69,70,62,71,61,51,62,74,68,66,74,66,65,76,75,73,76,74,41,23,68,59,59,66,44,17,18
0,1,72,3,3,75,60,65,72,39,69,70,32,65,71,74,77,67,70,68,59,64,71,66,49,59,66,61,59,36,68,58,73,75
0,1,72,4,3,63,57,56,73,55,73,63,52,71,73,75,72,75,70,73,62,74,78,64,63,69,69,62,71,59,69,62,65,63
0,1,72,3,2,26,37,73,69,36,52,25,30,65,63,63,72,50,58,64,69,73,67,87,58,75,68,48,48,52,67,70,70,69
0,1,72,2,2,42,40,75,65,38,44,36,40,60,59,66,65,60,70,71,56,75,67,69,32,72,70,40,33,42,68,72,72,72
0,0,72,3,3,64,71,68,70,59,77,47,42,64,75,74,72,80,74,76,74,74,68,42,66,33,17,74,68,70,64,43,15,21
0,0,72,3,3,39,76,74,60,68,65,52,38,58,71,66,72,65,68,64,70,65,66,69,66,30,14,76,53,54,70,38,13,18
1,0,72,3,3,68,52,54,76,68,76,77,68,74,78,75,68,77,64,78,67,81,79,56,74,70,58,62,68,65,65,69,54,48
1,0,72,3,3,72,59,39,73,59,80,74,68,69,75,74,68,74,67,83,63,47,67,53,64,56,38,61,70,65,72,32,42,39
1,0,72,2,3,64,65,55,74,68,75,76,77,69,73,71,75,67,68,69,83,58,72,66,78,62,57,73,74,67,67,55,58,48
0,1,72,3,2,71,25,72,67,33,59,59,34,68,64,66,66,66,64,45,42,73,71,76,34,72,67,45,42,42,67,72,72,73
0,0,72,3,3,60,77,62,65,64,70,54,52,54,72,75,76,71,65,63,74,67,75,67,64,56,29,73,57,68,60,31,27,24
0,0,72,3,3,69,72,42,67,58,74,78,72,59,73,82,80,82,63,75,51,40,68,49,64,51,28,65,72,67,63,30,24,22
0,1,72,3,3,70,50,52,68,40,71,72,66,65,68,89,86,77,66,74,68,75,79,65,62,72,65,70,64,55,67,71,69,68
0,1,72,3,2,72,38,63,68,33,66,54,36,54,68,81,83,76,60,75,65,68,79,66,39,50,66,45,60,54,53,71,70,70
0,1,72,3,2,34,30,75,67,27,48,27,27,46,57,55,36,41,67,49,50,51,73,79,31,81,73,31,30,45,64,72,73,69
1,0,72,3,2,59,57,65,71,57,69,65,66,67,70,70,71,71,73,71,66,73,73,70,62,72,72,60,67,58,67,68,72,70
1,0,72,4,4,68,65,38,68,58,78,64,48,58,75,83,86,78,65,77,74,48,66,50,65,41,29,69,60,58,59,25,22,24
0,0,72,3,3,69,56,58,74,44,72,67,43,72,73,72,68,80,73,81,59,36,81,68,55,60,68,62,74,52,73,62,63,51
1,0,72,5,3,68,52,38,80,49,68,65,71,72,73,58,62,77,73,76,66,64,75,56,59,59,66,50,69,60,65,54,73,65
0,1,72,2,3,66,63,58,65,52,69,45,32,57,68,91,90,84,72,69,66,84,91,76,62,68,67,66,63,68,64,65,66,65
1,0,72,3,3,69,53,72,74,69,65,69,67,75,69,55,54,64,69,71,75,55,81,65,73,74,71,45,72,55,73,68,69,68
1,0,72,3,3,47,54,67,73,53,70,50,42,70,72,68,69,69,67,74,74,60,78,73,62,84,70,68,65,51,66,64,72,70
1,0,72,3,3,66,66,67,73,56,71,56,52,69,75,71,71,73,67,61,77,62,79,79,75,68,68,68,69,59,67,68,68,67
0,1,72,3,3,70,53,66,67,40,69,58,45,52,70,74,71,73,70,63,48,65,76,66,39,72,71,68,52,45,62,69,73,75
1,0,72,3,2,65,61,55,75,45,66,70,71,74,70,63,70,68,68,73,74,63,78,68,66,55,71,62,74,67,73,71,64,59
1,0,72,3,3,65,72,37,66,60,78,71,47,63,75,83,79,89,71,86,76,49,64,63,57,57,23,68,59,48,62,23,27,26
1,0,72,2,4,60,58,52,75,58,76,73,66,73,73,82,76,78,71,72,66,47,69,63,73,52,50,68,75,52,72,50,50,47
0,0,72,3,4,73,64,57,67,68,76,77,72,62,74,82,75,77,76,72,81,56,35,63,71,67,41,70,65,71,64,34,22,26
1,0,72,4,3,62,78,58,54,63,76,43,33,30,71,85,82,76,82,75,75,72,75,55,60,45,19,68,71,58,65,26,20,11
0,0,72,4,3,69,72,58,70,66,77,68,60,66,76,84,81,85,72,71,71,55,77,64,68,60,49,71,69,58,69,52,49,52
0,1,72,2,2,68,30,76,66,28,67,36,25,47,66,66,67,56,72,48,49,68,79,81,39,75,80,49,52,30,61,72,74,70
0,0,72,2,3,65,71,72,72,61,76,54,39,55,67,88,87,81,72,63,71,70,59,58,61,32,14,71,63,71,63,22,17,16
0,0,72,4,4,55,72,58,66,68,76,66,57,53,76,89,86,75,66,76,66,47,79,70,65,48,25,69,65,50,62,34,20,18
1,0,72,3,3,56,62,63,70,44,64,49,73,74,68,80,87,79,72,87,86,72,84,78,79,84,68,69,75,62,68,66,67,62
0,0,72,3,3,61,73,72,63,73,64,72,67,42,71,66,68,63,74,63,74,71,66,73,66,55,29,74,53,49,65,27,35,22
0,1,72,2,2,49,29,73,67,23,51,27,31,64,62,53,40,54,69,56,61,59,52,78,34,71,70,52,55,42,59,72,73,71
0,1,72,3,2,51,38,73,68,24,61,25,18,50,64,71,74,67,70,68,66,82,74,76,65,66,69,46,48,53,69,69,72,73
1,0,72,3,4,71,66,48,69,61,78,70,67,63,70,77,74,88,69,81,78,57,72,51,65,63,30,67,70,52,68,41,51,43
0,1,72,2,2,27,24,76,59,24,42,23,24,48,48,47,52,37,62,38,49,54,63,90,32,71,67,22,32,30,56,73,75,69
0,0,72,3,3,58,72,69,67,60,71,67,59,60,74,72,70,70,68,62,71,63,75,70,62,56,54,75,62,69,72,28,23,18
1,0,72,3,4,67,65,53,73,69,72,72,71,73,74,66,60,81,65,71,71,50,60,51,68,56,54,65,73,61,66,57,56,56
1,0,72,3,3,64,68,47,72,70,72,74,68,72,74,67,66,68,73,61,74,44,75,72,76,74,51,68,74,77,74,56,54,42
0,0,72,4,3,62,75,61,71,64,76,56,43,62,74,85,83,80,72,81,71,66,69,36,62,25,17,74,65,67,62,22,16,21
0,1,72,3,2,49,39,67,66,31,43,40,45,56,61,54,45,45,71,44,58,85,67,86,50,73,69,41,48,55,59,69,72,66
0,1,72,3,3,76,52,62,71,50,68,64,63,69,69,76,77,71,69,73,73,65,86,59,60,69,62,65,66,55,72,68,72,71
1,0,72,4,3,72,64,46,68,62,77,60,61,63,71,83,75,79,66,77,74,62,76,62,67,48,30,67,70,54,74,44,33,36
1,0,72,4,4,70,64,48,69,66,78,72,66,58,76,82,73,90,65,72,76,85,64,62,71,61,36,65,70,70,64,36,41,39
0,1,72,4,3,73,59,51,67,48,72,70,41,59,70,79,84,76,69,61,70,71,92,74,69,59,63,66,68,57,71,62,71,69
0,0,72,4,3,63,73,55,68,58,77,62,71,54,73,83,75,90,71,91,68,60,73,51,63,50,25,72,62,53,67,35,34,31
0,0,72,3,3,40,79,79,59,45,63,42,33,45,70,66,58,58,68,71,73,82,69,65,68,33,17,79,48,69,58,20,21,24
0,1,72,2,2,71,32,59,69,27,73,62,31,66,69,90,90,77,60,65,60,80,79,65,37,66,66,57,39,39,60,68,73,67
0,1,72,2,2,51,39,77,67,31,49,45,39,60,65,54,57,51,68,65,57,80,68,74,45,66,73,38,38,55,69,70,72,71
0,1,72,3,2,53,18,74,69,26,62,48,26,65,62,52,64,51,70,35,67,66,65,83,33,74,70,30,65,40,70,69,71,69
1,0,72,4,3,68,54,65,73,63,66,68,65,75,71,54,47,69,70,68,73,58,79,64,68,67,71,68,74,58,77,70,66,64
1,0,72,3,3,66,53,20,70,54,80,62,61,64,79,82,74,88,65,86,48,57,66,46,52,26,21,63,69,56,66,28,20,24
0,0,72,3,3,58,73,75,60,62,65,68,46,46,67,76,77,63,70,71,74,72,71,76,65,64,44,72,59,64,68,27,34,32
1,0,72,3,3,59,47,67,73,43,67,56,40,66,68,63,65,66,70,65,75,69,74,76,66,77,73,32,58,42,69,67,73,70
0,1,72,3,2,62,39,73,66,30,62,41,44,62,67,70,76,67,66,70,55,77,62,71,35,70,69,42,44,45,66,72,73,72
0,1,72,3,2,33,34,72,60,32,57,39,29,64,61,70,74,64,61,57,67,87,76,88,38,82,69,52,59,33,61,62,70,68
0,0,72,3,4,67,64,64,67,55,76,62,55,62,72,90,81,80,66,72,67,80,58,63,56,51,31,74,62,70,65,43,40,32
1,0,72,2,3,56,43,54,77,53,67,68,65,79,74,55,59,66,75,70,72,60,77,58,59,66,64,54,69,53,74,63,69,67
1,0,72,2,2,44,34,60,70,32,59,58,39,66,66,62,63,66,70,86,65,74,92,73,46,82,71,39,58,49,68,71,71,59
1,0,72,3,3,59,59,60,71,60,69,62,56,71,73,66,70,76,75,78,70,69,83,71,71,73,70,67,66,47,73,68,68,65
1,0,72,4,3,69,65,38,80,56,69,70,62,77,74,72,70,90,65,71,67,73,79,79,69,44,42,72,75,68,84,60,50,26
0,1,72,4,3,75,39,49,70,41,68,39,32,63,71,87,87,74,67,70,49,80,74,66,38,62,68,56,48,39,58,63,72,71
1,0,72,3,3,71,69,59,71,59,72,65,67,69,71,76,78,77,69,70,71,73,76,68,75,75,77,72,65,67,67,65,75,70
0,1,72,3,2,34,24,78,57,29,46,20,20,53,55,51,61,37,66,59,56,70,47,75,27,69,74,20,26,23,65,72,73,71
0,0,72,3,4,71,65,42,68,60,77,53,53,59,76,81,77,79,68,74,63,33,60,39,62,61,47,68,68,67,70,46,50,50
1,0,72,3,2,52,47,50,74,41,72,55,40,72,72,66,67,74,66,83,60,74,84,64,55,74,71,43,64,54,66,69,72,68
1,0,72,3,3,78,66,49,71,65,74,76,74,62,75,77,77,85,66,76,70,51,66,51,71,37,27,63,71,57,62,28,37,31
0,0,72,2,3,33,73,79,57,63,66,53,33,35,68,53,65,60,64,58,76,60,56,87,58,63,22,78,50,75,61,35,22,16
